pair,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,entered_managed_close_sessions,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
GBPJPY,1206,568,-6054.780201,-5.020547430348258,0.0,100.80594,2.1144278606965172,0,190,0,0.4709784411276949
GBPUSD,1206,421,1112.2427269999998,0.922257650912106,0.0,143.421044,1.8524046434494195,0,125,0,0.3490878938640133
NZDUSD,1206,527,651.8282569999999,0.5404877752902155,0.0,104.577324,2.204809286898839,0,1,0,0.4369817578772803
