pair,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,entered_managed_close_sessions,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
EURJPY,90,51,9.884838,0.10983153333333334,0.922909,28.886769,2.7111111111111112,0,6,0,0.5666666666666667
GBPJPY,90,46,9.916643999999998,0.11018493333333332,0.922909,29.069107,2.1444444444444444,0,14,0,0.5111111111111111
GBPUSD,90,39,0.31278099999999887,0.0034753444444444318,0.0,37.386495,2.4,0,8,0,0.43333333333333335
NZDUSD,90,50,70.886033,0.7876225888888888,1.333091,14.896877,2.3555555555555556,0,0,0,0.5555555555555556
