pair,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,entered_managed_close_sessions,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
GBPUSD,365,206,247.02725099999986,0.6767869890410955,6.442134,125.608583,3.4465753424657533,0,5,0,0.5643835616438356
