policy_id,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,win_rate
classic_consolidation_normal,4380,2766,1753.1910750000002,0.40027193493150687,0.814909,60.919682,2.5621004566210046,0.6315068493150685
