pair,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,win_rate
EURJPY,1095,736,439.77682500000003,0.40162267123287676,0.814909,41.707394,2.6392694063926943,0.6721461187214612
GBPJPY,1095,747,507.88356799999997,0.46382061004566205,0.814909,40.188658,2.5753424657534247,0.6821917808219178
GBPUSD,1095,660,351.28377900000004,0.32080710410958907,1.177091,60.919682,2.620091324200913,0.6027397260273972
NZDUSD,1095,623,454.24690300000003,0.4148373543378996,1.177091,58.862904,2.4136986301369863,0.5689497716894977
