pair,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,entered_managed_close_sessions,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
EURJPY,31,19,65.551422,2.1145620000000003,3.583636,53.028,2.3225806451612905,0,2,0,0.6129032258064516
GBPJPY,31,18,13.903782,0.44850909677419354,3.217101,92.247942,2.3548387096774195,0,4,0,0.5806451612903226
GBPUSD,31,18,29.387954000000004,0.9479985161290324,4.710915,88.24959,2.6129032258064515,0,2,0,0.5806451612903226
NZDUSD,31,22,48.54272099999999,1.5658942258064514,1.95,42.338681,1.1612903225806452,0,0,0,0.7096774193548387
