policy_id,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
classic_consolidation_normal,4380,2668,1787.8329780000001,0.4081810452054795,0.814909,59.095082,2.452511415525114,126,0,0.6091324200913242
