pair,session_name,session_start_utc,session_end_utc,policy_id,policy_source,risk_mode,account_equity,trade_count,gross_lots,realized_pnl,max_drawdown,max_adverse_excursion,max_open_legs,exit_reason,bars_processed,gated_by_event_risk,gated_by_entry_intent,derived_entry_direction
GBPJPY,london,2025-02-07T03:00:00.000000+0000,2025-02-07T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,4,0.0464,1.721591,2.2032,2.1492,4,basket_tp_pips,37,false,false,
GBPUSD,london,2025-02-07T03:00:00.000000+0000,2025-02-07T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,4,0.0464,2.486743,2.19648,1.83456,4,basket_tp_pips,246,false,false,
NZDUSD,london,2025-02-07T03:00:00.000000+0000,2025-02-07T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,1.177091,1.8564,1.2636,3,basket_tp_pips,335,false,false,
EURJPY,new_york,2025-02-07T13:00:00.000000+0000,2025-02-07T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.814909,0.5508,0.5508,3,basket_tp_pips,15,false,false,
GBPJPY,new_york,2025-02-07T13:00:00.000000+0000,2025-02-07T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.814909,0.0,0.0,3,basket_tp_pips,6,false,false,
GBPUSD,new_york,2025-02-07T13:00:00.000000+0000,2025-02-07T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,6,0.084416,5.579564,0.0,0.0,6,basket_tp_pips,31,false,false,
NZDUSD,new_york,2025-02-07T13:00:00.000000+0000,2025-02-07T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,4,0.0464,2.486743,0.0,0.0,4,basket_tp_pips,31,false,false,
EURJPY,asia,2025-02-07T23:00:00.000000+0000,2025-02-08T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPJPY,asia,2025-02-07T23:00:00.000000+0000,2025-02-08T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPUSD,asia,2025-02-07T23:00:00.000000+0000,2025-02-08T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
NZDUSD,asia,2025-02-07T23:00:00.000000+0000,2025-02-08T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
EURJPY,london,2025-02-08T03:00:00.000000+0000,2025-02-08T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPJPY,london,2025-02-08T03:00:00.000000+0000,2025-02-08T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPUSD,london,2025-02-08T03:00:00.000000+0000,2025-02-08T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
NZDUSD,london,2025-02-08T03:00:00.000000+0000,2025-02-08T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
EURJPY,new_york,2025-02-08T13:00:00.000000+0000,2025-02-08T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPJPY,new_york,2025-02-08T13:00:00.000000+0000,2025-02-08T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPUSD,new_york,2025-02-08T13:00:00.000000+0000,2025-02-08T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
NZDUSD,new_york,2025-02-08T13:00:00.000000+0000,2025-02-08T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
EURJPY,asia,2025-02-08T23:00:00.000000+0000,2025-02-09T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPJPY,asia,2025-02-08T23:00:00.000000+0000,2025-02-09T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPUSD,asia,2025-02-08T23:00:00.000000+0000,2025-02-09T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
NZDUSD,asia,2025-02-08T23:00:00.000000+0000,2025-02-09T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
EURJPY,london,2025-02-09T03:00:00.000000+0000,2025-02-09T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPJPY,london,2025-02-09T03:00:00.000000+0000,2025-02-09T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPUSD,london,2025-02-09T03:00:00.000000+0000,2025-02-09T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
NZDUSD,london,2025-02-09T03:00:00.000000+0000,2025-02-09T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
EURJPY,new_york,2025-02-09T13:00:00.000000+0000,2025-02-09T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPJPY,new_york,2025-02-09T13:00:00.000000+0000,2025-02-09T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPUSD,new_york,2025-02-09T13:00:00.000000+0000,2025-02-09T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
NZDUSD,new_york,2025-02-09T13:00:00.000000+0000,2025-02-09T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
EURJPY,asia,2025-02-09T23:00:00.000000+0000,2025-02-10T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.922909,0.624196,0.624196,3,basket_tp_pips,16,false,false,
GBPJPY,asia,2025-02-09T23:00:00.000000+0000,2025-02-10T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.922909,0.538513,0.538513,3,basket_tp_pips,27,false,false,
GBPUSD,asia,2025-02-09T23:00:00.000000+0000,2025-02-10T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,4,0.0464,2.829943,2.32128,2.21208,4,basket_tp_pips,149,false,false,
NZDUSD,asia,2025-02-09T23:00:00.000000+0000,2025-02-10T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,1.333091,0.9828,0.468,3,basket_tp_pips,154,false,false,
EURJPY,london,2025-02-10T03:00:00.000000+0000,2025-02-10T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.814909,0.486,0.486,3,basket_tp_pips,62,false,false,
GBPJPY,london,2025-02-10T03:00:00.000000+0000,2025-02-10T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.814909,0.9288,0.9288,3,basket_tp_pips,62,false,false,
GBPUSD,london,2025-02-10T03:00:00.000000+0000,2025-02-10T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,5,0.06368,3.947037,7.217808,7.093008,5,basket_tp_pips,316,false,false,
NZDUSD,london,2025-02-10T03:00:00.000000+0000,2025-02-10T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,4,0.0464,2.486743,2.0748,2.0748,4,basket_tp_pips,295,false,false,
EURJPY,new_york,2025-02-10T13:00:00.000000+0000,2025-02-10T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.814909,0.0,0.0,3,basket_tp_pips,31,false,false,
GBPJPY,new_york,2025-02-10T13:00:00.000000+0000,2025-02-10T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.814909,0.3456,0.3456,3,basket_tp_pips,9,false,false,
GBPUSD,new_york,2025-02-10T13:00:00.000000+0000,2025-02-10T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,1.177091,0.312,0.312,3,basket_tp_pips,26,false,false,
NZDUSD,new_york,2025-02-10T13:00:00.000000+0000,2025-02-10T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.3276,0.9672,0.39,3,daily_liquidation,471,false,false,
EURJPY,asia,2025-02-10T23:00:00.000000+0000,2025-02-11T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,5,0.06368,3.125684,3.456,3.456,5,basket_tp_pips,82,false,false,
GBPJPY,asia,2025-02-10T23:00:00.000000+0000,2025-02-11T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,6,0.084416,4.442519,10.865664,10.865664,6,basket_tp_pips,84,false,false,
GBPUSD,asia,2025-02-10T23:00:00.000000+0000,2025-02-11T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,4,0.0464,-2.72688,3.78768,3.07008,4,session_close,240,false,false,
NZDUSD,asia,2025-02-10T23:00:00.000000+0000,2025-02-11T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,1.333091,0.936,0.6396,3,basket_tp_pips,141,false,false,
EURJPY,london,2025-02-11T03:00:00.000000+0000,2025-02-11T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,4,0.0464,1.721591,1.713606,1.670406,4,basket_tp_pips,184,false,false,
GBPJPY,london,2025-02-11T03:00:00.000000+0000,2025-02-11T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,4,0.0464,1.721591,2.45808,2.45808,4,basket_tp_pips,186,false,false,
GBPUSD,london,2025-02-11T03:00:00.000000+0000,2025-02-11T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,1.177091,1.5444,1.3572,3,basket_tp_pips,252,false,false,
NZDUSD,london,2025-02-11T03:00:00.000000+0000,2025-02-11T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,4,0.0464,0.12168,2.73936,2.69256,4,session_close,420,false,false,
EURJPY,new_york,2025-02-11T13:00:00.000000+0000,2025-02-11T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.814909,0.324,0.2916,3,basket_tp_pips,33,false,false,
GBPJPY,new_york,2025-02-11T13:00:00.000000+0000,2025-02-11T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.814909,0.0,0.0,3,basket_tp_pips,3,false,false,
GBPUSD,new_york,2025-02-11T13:00:00.000000+0000,2025-02-11T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,7,0.109299,-37.270406,47.009902,46.557502,7,daily_liquidation,471,false,false,
NZDUSD,new_york,2025-02-11T13:00:00.000000+0000,2025-02-11T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,1.177091,0.2184,0.2184,3,basket_tp_pips,245,false,false,
EURJPY,asia,2025-02-11T23:00:00.000000+0000,2025-02-12T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,7,0.109299,-29.428588,29.401271,29.178091,7,basket_sl_pips,106,false,false,
GBPJPY,asia,2025-02-11T23:00:00.000000+0000,2025-02-12T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,7,0.109299,-29.428588,28.303484,28.052924,7,basket_sl_pips,89,false,false,
GBPUSD,asia,2025-02-11T23:00:00.000000+0000,2025-02-12T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.5616,0.6396,0.6396,3,session_close,233,false,false,
NZDUSD,asia,2025-02-11T23:00:00.000000+0000,2025-02-12T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,-0.936,1.4196,1.4196,3,session_close,233,false,false,
EURJPY,london,2025-02-12T03:00:00.000000+0000,2025-02-12T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,4,0.0464,1.721591,1.65024,1.65024,4,basket_tp_pips,33,false,false,
GBPJPY,london,2025-02-12T03:00:00.000000+0000,2025-02-12T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,4,0.0464,1.721591,2.93328,2.93328,4,basket_tp_pips,33,false,false,
GBPUSD,london,2025-02-12T03:00:00.000000+0000,2025-02-12T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,1.177091,0.5772,0.2184,3,basket_tp_pips,205,false,false,
NZDUSD,london,2025-02-12T03:00:00.000000+0000,2025-02-12T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,5,0.06368,-3.629184,6.922032,6.298032,5,session_close,420,false,false,
EURJPY,new_york,2025-02-12T13:00:00.000000+0000,2025-02-12T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,4,0.0464,1.721591,1.88784,1.76904,4,basket_tp_pips,26,false,false,
GBPJPY,new_york,2025-02-12T13:00:00.000000+0000,2025-02-12T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,4,0.0464,1.721591,3.02832,3.02832,4,basket_tp_pips,26,false,false,
GBPUSD,new_york,2025-02-12T13:00:00.000000+0000,2025-02-12T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,7,0.109299,7.41018,1.0764,0.546,7,basket_tp_pips,31,false,false,
NZDUSD,new_york,2025-02-12T13:00:00.000000+0000,2025-02-12T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,5,0.06368,3.947037,0.0,0.0,5,basket_tp_pips,31,false,false,
EURJPY,asia,2025-02-12T23:00:00.000000+0000,2025-02-13T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.922909,0.7992,0.7992,3,basket_tp_pips,48,false,false,
GBPJPY,asia,2025-02-12T23:00:00.000000+0000,2025-02-13T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,4,0.0464,1.959191,2.41056,2.41056,4,basket_tp_pips,48,false,false,
GBPUSD,asia,2025-02-12T23:00:00.000000+0000,2025-02-13T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,1.333091,1.248,0.4524,3,basket_tp_pips,119,false,false,
NZDUSD,asia,2025-02-12T23:00:00.000000+0000,2025-02-13T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,2,0.02,0.0,0.0,0.0,2,session_close,240,false,false,
EURJPY,london,2025-02-13T03:00:00.000000+0000,2025-02-13T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,7,0.109299,5.130125,31.508795,31.508795,7,basket_tp_pips,192,false,false,
GBPJPY,london,2025-02-13T03:00:00.000000+0000,2025-02-13T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,7,0.109299,5.130125,33.599653,33.437653,7,basket_tp_pips,192,false,false,
GBPUSD,london,2025-02-13T03:00:00.000000+0000,2025-02-13T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,7,0.109299,7.41018,9.164064,9.023664,7,basket_tp_pips,241,false,false,
NZDUSD,london,2025-02-13T03:00:00.000000+0000,2025-02-13T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,4,0.0464,2.486743,2.7456,2.5896,4,basket_tp_pips,264,false,false,
EURJPY,new_york,2025-02-13T13:00:00.000000+0000,2025-02-13T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.814909,0.3672,0.3672,3,basket_tp_pips,7,false,false,
GBPJPY,new_york,2025-02-13T13:00:00.000000+0000,2025-02-13T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.814909,0.5184,0.5184,3,basket_tp_pips,7,false,false,
GBPUSD,new_york,2025-02-13T13:00:00.000000+0000,2025-02-13T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,1.177091,0.0,0.0,3,basket_tp_pips,31,false,false,
NZDUSD,new_york,2025-02-13T13:00:00.000000+0000,2025-02-13T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,1.177091,0.0,0.0,3,basket_tp_pips,31,false,false,
EURJPY,asia,2025-02-13T23:00:00.000000+0000,2025-02-14T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,4,0.0464,1.959191,1.791897,1.493817,4,basket_tp_pips,57,false,false,
GBPJPY,asia,2025-02-13T23:00:00.000000+0000,2025-02-14T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,event_risk_gated,0,true,false,
GBPUSD,asia,2025-02-13T23:00:00.000000+0000,2025-02-14T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,event_risk_gated,0,true,false,
NZDUSD,asia,2025-02-13T23:00:00.000000+0000,2025-02-14T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,1.333091,0.2496,0.0936,3,basket_tp_pips,185,false,false,
EURJPY,london,2025-02-14T03:00:00.000000+0000,2025-02-14T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.814909,0.756,0.756,3,basket_tp_pips,58,false,false,
GBPJPY,london,2025-02-14T03:00:00.000000+0000,2025-02-14T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.814909,0.6804,0.6804,3,basket_tp_pips,38,false,false,
GBPUSD,london,2025-02-14T03:00:00.000000+0000,2025-02-14T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,1.177091,0.312,0.1716,3,basket_tp_pips,190,false,false,
NZDUSD,london,2025-02-14T03:00:00.000000+0000,2025-02-14T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,1.177091,0.936,0.2808,3,basket_tp_pips,219,false,false,
EURJPY,new_york,2025-02-14T13:00:00.000000+0000,2025-02-14T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,6,0.07568,5.352409,4.517424,4.517424,6,basket_tp_pips,31,false,false,
GBPJPY,new_york,2025-02-14T13:00:00.000000+0000,2025-02-14T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,6,0.0728,7.344,3.14712,3.14712,6,basket_tp_currency,31,false,false,
GBPUSD,new_york,2025-02-14T13:00:00.000000+0000,2025-02-14T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,4,0.0464,2.486743,0.5304,0.5304,4,basket_tp_pips,31,false,false,
NZDUSD,new_york,2025-02-14T13:00:00.000000+0000,2025-02-14T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,1.177091,0.312,0.1872,3,basket_tp_pips,45,false,false,
EURJPY,asia,2025-02-14T23:00:00.000000+0000,2025-02-15T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPJPY,asia,2025-02-14T23:00:00.000000+0000,2025-02-15T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPUSD,asia,2025-02-14T23:00:00.000000+0000,2025-02-15T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
NZDUSD,asia,2025-02-14T23:00:00.000000+0000,2025-02-15T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
EURJPY,london,2025-02-15T03:00:00.000000+0000,2025-02-15T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPJPY,london,2025-02-15T03:00:00.000000+0000,2025-02-15T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPUSD,london,2025-02-15T03:00:00.000000+0000,2025-02-15T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
NZDUSD,london,2025-02-15T03:00:00.000000+0000,2025-02-15T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
EURJPY,new_york,2025-02-15T13:00:00.000000+0000,2025-02-15T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPJPY,new_york,2025-02-15T13:00:00.000000+0000,2025-02-15T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPUSD,new_york,2025-02-15T13:00:00.000000+0000,2025-02-15T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
NZDUSD,new_york,2025-02-15T13:00:00.000000+0000,2025-02-15T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
EURJPY,asia,2025-02-15T23:00:00.000000+0000,2025-02-16T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPJPY,asia,2025-02-15T23:00:00.000000+0000,2025-02-16T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPUSD,asia,2025-02-15T23:00:00.000000+0000,2025-02-16T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
NZDUSD,asia,2025-02-15T23:00:00.000000+0000,2025-02-16T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
EURJPY,london,2025-02-16T03:00:00.000000+0000,2025-02-16T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPJPY,london,2025-02-16T03:00:00.000000+0000,2025-02-16T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPUSD,london,2025-02-16T03:00:00.000000+0000,2025-02-16T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
NZDUSD,london,2025-02-16T03:00:00.000000+0000,2025-02-16T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
EURJPY,new_york,2025-02-16T13:00:00.000000+0000,2025-02-16T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPJPY,new_york,2025-02-16T13:00:00.000000+0000,2025-02-16T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
GBPUSD,new_york,2025-02-16T13:00:00.000000+0000,2025-02-16T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
NZDUSD,new_york,2025-02-16T13:00:00.000000+0000,2025-02-16T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0,false,false,
EURJPY,asia,2025-02-16T23:00:00.000000+0000,2025-02-17T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.922909,0.577349,0.577349,3,basket_tp_pips,35,false,false,
GBPJPY,asia,2025-02-16T23:00:00.000000+0000,2025-02-17T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.922909,1.1448,0.941901,3,basket_tp_pips,32,false,false,
GBPUSD,asia,2025-02-16T23:00:00.000000+0000,2025-02-17T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,1.333091,1.092,0.9672,3,basket_tp_pips,181,false,false,
NZDUSD,asia,2025-02-16T23:00:00.000000+0000,2025-02-17T03:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,4,0.0464,-0.90792,4.65504,4.54584,4,session_close,240,false,false,
EURJPY,london,2025-02-17T03:00:00.000000+0000,2025-02-17T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.814909,0.2484,0.2484,3,basket_tp_pips,22,false,false,
GBPJPY,london,2025-02-17T03:00:00.000000+0000,2025-02-17T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.814909,0.378,0.378,3,basket_tp_pips,22,false,false,
GBPUSD,london,2025-02-17T03:00:00.000000+0000,2025-02-17T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,1.177091,0.5772,0.39,3,basket_tp_pips,198,false,false,
NZDUSD,london,2025-02-17T03:00:00.000000+0000,2025-02-17T10:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,1.177091,1.17,0.6396,3,basket_tp_pips,378,false,false,
EURJPY,new_york,2025-02-17T13:00:00.000000+0000,2025-02-17T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.814909,0.3996,0.3996,3,basket_tp_pips,33,false,false,
GBPJPY,new_york,2025-02-17T13:00:00.000000+0000,2025-02-17T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,0.814909,0.324,0.324,3,basket_tp_pips,69,false,false,
GBPUSD,new_york,2025-02-17T13:00:00.000000+0000,2025-02-17T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,3,0.032,1.177091,0.156,0.0,3,basket_tp_pips,89,false,false,
NZDUSD,new_york,2025-02-17T13:00:00.000000+0000,2025-02-17T21:00:00.000000+0000,classic_consolidation_normal,config_template_override,medium,10000.0,2,0.02,0.0,0.0,0.0,2,daily_liquidation,471,false,false,
