pair,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,entered_managed_close_sessions,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
EURJPY,90,54,37.918803,0.4213200333333333,0.85,44.339746,2.8444444444444446,0,6,0,0.6
GBPJPY,90,47,27.150703,0.3016744777777778,0.85,45.530523,2.2666666666666666,0,14,0,0.5222222222222223
GBPUSD,90,43,-15.475278999999997,-0.1719475444444444,0.0,59.911735,2.5444444444444443,0,8,0,0.4777777777777778
NZDUSD,90,58,81.270463,0.9030051444444445,1.227778,23.170774,2.488888888888889,0,0,0,0.6444444444444445
