pair,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,entered_managed_close_sessions,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
NZDUSD,28,18,214.79366299999998,7.6712022499999994,19.188,150.895208,2.0,1,0,0,0.6428571428571429
