policy_id,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,win_rate
classic_consolidation_light,4380,2466,1498.7471699999999,0.34217971917808215,0.957,32.754522,2.4011415525114157,0.563013698630137
