pair,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,win_rate
EURJPY,1095,699,342.82532499999996,0.31308248858447485,0.957,22.897205,2.5397260273972604,0.6383561643835617
GBPJPY,1095,728,541.135644,0.494187802739726,0.957,22.818055,2.497716894977169,0.6648401826484018
GBPUSD,1095,579,286.3067,0.26146730593607304,0.5434,32.754522,2.4255707762557077,0.5287671232876713
NZDUSD,1095,460,328.479501,0.2999812794520548,0.0,32.378246,2.141552511415525,0.4200913242009132
