pair,session_name,session_start_utc,session_end_utc,policy_id,policy_source,risk_mode,account_equity,trade_count,gross_lots,realized_pnl,max_drawdown,max_adverse_excursion,max_open_legs,exit_reason,bars_processed
GBPUSD,london,2025-01-02T03:00:00.000000+0000,2025-01-02T10:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,5,0.05641,-10.46617,12.075492,12.075492,5,session_close,420
NZDUSD,london,2025-01-02T03:00:00.000000+0000,2025-01-02T10:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,3,0.031,1.382333,1.6588,1.0153,3,basket_tp_pips,362
EURJPY,new_york,2025-01-02T13:00:00.000000+0000,2025-01-02T21:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,4,0.0431,1.96364,3.34026,3.34026,4,basket_tp_pips,31
GBPJPY,new_york,2025-01-02T13:00:00.000000+0000,2025-01-02T21:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,6,0.071051,4.137618,12.469565,12.192365,6,basket_tp_pips,32
GBPUSD,new_york,2025-01-02T13:00:00.000000+0000,2025-01-02T21:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,6,0.071051,-1.019619,21.234942,20.863142,6,daily_liquidation,471
NZDUSD,new_york,2025-01-02T13:00:00.000000+0000,2025-01-02T21:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,3,0.031,1.382333,0.9724,0.9724,3,basket_tp_pips,263
EURJPY,asia,2025-01-02T23:00:00.000000+0000,2025-01-03T03:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,3,0.031,1.056,1.6236,0.891,3,basket_tp_pips,236
GBPJPY,asia,2025-01-02T23:00:00.000000+0000,2025-01-03T03:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,3,0.031,1.056,0.578553,0.449853,3,basket_tp_pips,51
GBPUSD,asia,2025-01-02T23:00:00.000000+0000,2025-01-03T03:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,2,0.02,0.0,0.0,0.0,2,session_close,240
NZDUSD,asia,2025-01-02T23:00:00.000000+0000,2025-01-03T03:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,2,0.02,0.0,0.0,0.0,2,session_close,240
EURJPY,london,2025-01-03T03:00:00.000000+0000,2025-01-03T10:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,3,0.031,0.957,0.0,0.0,3,basket_tp_pips,60
GBPJPY,london,2025-01-03T03:00:00.000000+0000,2025-01-03T10:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,3,0.031,0.957,1.1187,0.9108,3,basket_tp_pips,59
GBPUSD,london,2025-01-03T03:00:00.000000+0000,2025-01-03T10:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,3,0.031,1.382333,0.4719,0.2431,3,basket_tp_pips,258
NZDUSD,london,2025-01-03T03:00:00.000000+0000,2025-01-03T10:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,2,0.02,0.0,0.0,0.0,2,session_close,420
EURJPY,new_york,2025-01-03T13:00:00.000000+0000,2025-01-03T21:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,3,0.031,0.957,0.198,0.0,3,basket_tp_pips,11
GBPJPY,new_york,2025-01-03T13:00:00.000000+0000,2025-01-03T21:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,3,0.031,0.957,0.3564,0.198,3,basket_tp_pips,14
GBPUSD,new_york,2025-01-03T13:00:00.000000+0000,2025-01-03T21:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,3,0.031,1.382333,0.3289,0.0858,3,basket_tp_pips,94
NZDUSD,new_york,2025-01-03T13:00:00.000000+0000,2025-01-03T21:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,3,0.031,1.382333,0.429,0.3289,3,basket_tp_pips,182
EURJPY,asia,2025-01-03T23:00:00.000000+0000,2025-01-04T03:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPJPY,asia,2025-01-03T23:00:00.000000+0000,2025-01-04T03:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPUSD,asia,2025-01-03T23:00:00.000000+0000,2025-01-04T03:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
NZDUSD,asia,2025-01-03T23:00:00.000000+0000,2025-01-04T03:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
EURJPY,london,2025-01-04T03:00:00.000000+0000,2025-01-04T10:00:00.000000+0000,classic_consolidation_light,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
