policy_id,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,entered_managed_close_sessions,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
session_optimizer_asia_eurjpy_medium,31,22,178.020304,5.742590451612903,6.402409,75.861108,4.387096774193548,0,0,0,0.7096774193548387
session_optimizer_asia_gbpjpy_medium,31,22,176.966891,5.708609387096774,4.229656,60.615486,4.451612903225806,0,0,0,0.7096774193548387
session_optimizer_asia_gbpusd_medium,31,18,-242.54650000000004,-7.824080645161292,6.284835,133.36596,5.064516129032258,0,0,0,0.5806451612903226
session_optimizer_asia_nzdusd_medium,31,22,111.46652399999999,3.595694322580645,2.34,17.471774,1.4516129032258065,0,0,0,0.7096774193548387
