policy_id,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,win_rate
classic_consolidation_dense,4380,2903,2214.495666,0.5055926178082192,0.7375,96.100219,2.643607305936073,0.6627853881278539
