pair,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,win_rate
EURJPY,1095,742,390.377537,0.3565091662100457,0.7375,64.920883,2.7013698630136984,0.6776255707762557
GBPJPY,1095,759,653.274673,0.5965978748858447,0.7375,64.023102,2.621917808219178,0.6931506849315069
GBPUSD,1095,717,634.261648,0.5792343817351598,1.065278,96.100219,2.706849315068493,0.6547945205479452
NZDUSD,1095,685,536.581808,0.4900290484018265,1.065278,95.588057,2.544292237442922,0.6255707762557078
