pair,session_name,session_start_utc,session_end_utc,policy_id,policy_source,risk_mode,account_equity,trade_count,gross_lots,realized_pnl,max_drawdown,max_adverse_excursion,max_open_legs,exit_reason,bars_processed
EURJPY,london,2025-02-27T03:00:00.000000+0000,2025-02-27T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.7375,0.672071,0.46125,3,basket_tp_pips,33
GBPJPY,london,2025-02-27T03:00:00.000000+0000,2025-02-27T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,1.585605,1.00125,1.00125,4,basket_tp_pips,31
GBPUSD,london,2025-02-27T03:00:00.000000+0000,2025-02-27T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.065278,0.7475,0.60125,3,basket_tp_pips,214
NZDUSD,london,2025-02-27T03:00:00.000000+0000,2025-02-27T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,2.290318,1.775312,1.775312,4,basket_tp_pips,215
EURJPY,new_york,2025-02-27T13:00:00.000000+0000,2025-02-27T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,1.585605,1.364062,1.330312,4,basket_tp_pips,18
GBPJPY,new_york,2025-02-27T13:00:00.000000+0000,2025-02-27T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.7375,0.0,0.0,3,basket_tp_pips,2
GBPUSD,new_york,2025-02-27T13:00:00.000000+0000,2025-02-27T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,2.290318,1.04,1.04,4,basket_tp_pips,31
NZDUSD,new_york,2025-02-27T13:00:00.000000+0000,2025-02-27T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,2.290318,0.65,0.455,4,basket_tp_pips,47
EURJPY,asia,2025-02-27T23:00:00.000000+0000,2025-02-28T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,7,0.095781,8.725662,1.9125,1.9125,7,basket_tp_pips,31
GBPJPY,asia,2025-02-27T23:00:00.000000+0000,2025-02-28T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,7,0.10457,6.99235,1.1025,0.8775,7,basket_tp_pips,31
GBPUSD,asia,2025-02-27T23:00:00.000000+0000,2025-02-28T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.227778,0.24375,0.0,3,basket_tp_pips,81
NZDUSD,asia,2025-02-27T23:00:00.000000+0000,2025-02-28T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,-2.506562,4.021875,3.64,4,session_close,240
EURJPY,london,2025-02-28T03:00:00.000000+0000,2025-02-28T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.7375,0.64125,0.64125,3,basket_tp_pips,20
GBPJPY,london,2025-02-28T03:00:00.000000+0000,2025-02-28T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.7375,0.57375,0.57375,3,basket_tp_pips,14
GBPUSD,london,2025-02-28T03:00:00.000000+0000,2025-02-28T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.065278,0.6175,0.56875,3,basket_tp_pips,244
NZDUSD,london,2025-02-28T03:00:00.000000+0000,2025-02-28T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.065278,1.47875,0.76375,3,basket_tp_pips,332
EURJPY,new_york,2025-02-28T13:00:00.000000+0000,2025-02-28T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,5,0.067656,2.564757,4.640616,4.640616,5,basket_tp_pips,10
GBPJPY,new_york,2025-02-28T13:00:00.000000+0000,2025-02-28T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,5,0.067656,2.564757,4.168822,4.168822,5,basket_tp_pips,9
GBPUSD,new_york,2025-02-28T13:00:00.000000+0000,2025-02-28T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.065278,0.195,0.195,3,basket_tp_pips,26
NZDUSD,new_york,2025-02-28T13:00:00.000000+0000,2025-02-28T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.065278,0.0,0.0,3,basket_tp_pips,31
EURJPY,asia,2025-02-28T23:00:00.000000+0000,2025-03-01T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPJPY,asia,2025-02-28T23:00:00.000000+0000,2025-03-01T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPUSD,asia,2025-02-28T23:00:00.000000+0000,2025-03-01T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
NZDUSD,asia,2025-02-28T23:00:00.000000+0000,2025-03-01T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
EURJPY,london,2025-03-01T03:00:00.000000+0000,2025-03-01T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPJPY,london,2025-03-01T03:00:00.000000+0000,2025-03-01T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPUSD,london,2025-03-01T03:00:00.000000+0000,2025-03-01T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
NZDUSD,london,2025-03-01T03:00:00.000000+0000,2025-03-01T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
EURJPY,new_york,2025-03-01T13:00:00.000000+0000,2025-03-01T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPJPY,new_york,2025-03-01T13:00:00.000000+0000,2025-03-01T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPUSD,new_york,2025-03-01T13:00:00.000000+0000,2025-03-01T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
NZDUSD,new_york,2025-03-01T13:00:00.000000+0000,2025-03-01T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
EURJPY,asia,2025-03-01T23:00:00.000000+0000,2025-03-02T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPJPY,asia,2025-03-01T23:00:00.000000+0000,2025-03-02T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPUSD,asia,2025-03-01T23:00:00.000000+0000,2025-03-02T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
NZDUSD,asia,2025-03-01T23:00:00.000000+0000,2025-03-02T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
EURJPY,london,2025-03-02T03:00:00.000000+0000,2025-03-02T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPJPY,london,2025-03-02T03:00:00.000000+0000,2025-03-02T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPUSD,london,2025-03-02T03:00:00.000000+0000,2025-03-02T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
NZDUSD,london,2025-03-02T03:00:00.000000+0000,2025-03-02T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
EURJPY,new_york,2025-03-02T13:00:00.000000+0000,2025-03-02T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPJPY,new_york,2025-03-02T13:00:00.000000+0000,2025-03-02T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPUSD,new_york,2025-03-02T13:00:00.000000+0000,2025-03-02T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
NZDUSD,new_york,2025-03-02T13:00:00.000000+0000,2025-03-02T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
EURJPY,asia,2025-03-02T23:00:00.000000+0000,2025-03-03T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,8,0.160735,7.843911,23.405214,23.405214,8,basket_tp_pips,51
GBPJPY,asia,2025-03-02T23:00:00.000000+0000,2025-03-03T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,8,0.160735,7.843911,28.177897,28.177897,8,basket_tp_pips,49
GBPUSD,asia,2025-03-02T23:00:00.000000+0000,2025-03-03T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,5,0.067656,-1.003454,6.658432,5.216245,5,session_close,240
NZDUSD,asia,2025-03-02T23:00:00.000000+0000,2025-03-03T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.227778,0.53625,0.3575,3,basket_tp_pips,64
EURJPY,london,2025-03-03T03:00:00.000000+0000,2025-03-03T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.7375,0.0,0.0,3,basket_tp_pips,6
GBPJPY,london,2025-03-03T03:00:00.000000+0000,2025-03-03T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.7375,0.0,0.0,3,basket_tp_pips,4
GBPUSD,london,2025-03-03T03:00:00.000000+0000,2025-03-03T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.065278,0.65,0.63375,3,basket_tp_pips,72
NZDUSD,london,2025-03-03T03:00:00.000000+0000,2025-03-03T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,2.290318,2.250625,1.811875,4,basket_tp_pips,271
EURJPY,new_york,2025-03-03T13:00:00.000000+0000,2025-03-03T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.7375,0.0,0.0,3,basket_tp_pips,2
GBPJPY,new_york,2025-03-03T13:00:00.000000+0000,2025-03-03T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,1.585605,0.0,0.0,4,basket_tp_pips,11
GBPUSD,new_york,2025-03-03T13:00:00.000000+0000,2025-03-03T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,2.290318,1.336563,1.336563,4,basket_tp_pips,19
NZDUSD,new_york,2025-03-03T13:00:00.000000+0000,2025-03-03T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,5,0.067656,3.704649,9.184271,9.119271,5,basket_tp_pips,412
EURJPY,asia,2025-03-03T23:00:00.000000+0000,2025-03-04T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,5,0.067656,2.993661,4.897958,4.897958,5,basket_tp_pips,16
GBPJPY,asia,2025-03-03T23:00:00.000000+0000,2025-03-04T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.85,0.25875,0.25875,3,basket_tp_pips,3
GBPUSD,asia,2025-03-03T23:00:00.000000+0000,2025-03-04T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,2.655943,1.3,1.3,4,basket_tp_pips,117
NZDUSD,asia,2025-03-03T23:00:00.000000+0000,2025-03-04T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.227778,1.3,0.86125,3,basket_tp_pips,137
EURJPY,london,2025-03-04T03:00:00.000000+0000,2025-03-04T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,1.585605,1.583437,1.583437,4,basket_tp_pips,14
GBPJPY,london,2025-03-04T03:00:00.000000+0000,2025-03-04T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,1.585605,1.178437,1.178437,4,basket_tp_pips,13
GBPUSD,london,2025-03-04T03:00:00.000000+0000,2025-03-04T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.065278,0.53625,0.53625,3,basket_tp_pips,79
NZDUSD,london,2025-03-04T03:00:00.000000+0000,2025-03-04T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.065278,0.0,0.0,3,basket_tp_pips,122
EURJPY,new_york,2025-03-04T13:00:00.000000+0000,2025-03-04T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,1.585605,0.55125,0.55125,4,basket_tp_pips,7
GBPJPY,new_york,2025-03-04T13:00:00.000000+0000,2025-03-04T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,1.585605,1.988437,1.988437,4,basket_tp_pips,11
GBPUSD,new_york,2025-03-04T13:00:00.000000+0000,2025-03-04T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,8,0.160735,9.500539,27.528612,27.528612,8,basket_tp_pips,162
NZDUSD,new_york,2025-03-04T13:00:00.000000+0000,2025-03-04T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,2.290318,1.519375,1.519375,4,basket_tp_pips,58
EURJPY,asia,2025-03-04T23:00:00.000000+0000,2025-03-05T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,7,0.122588,5.947974,17.085024,17.085024,7,basket_tp_pips,24
GBPJPY,asia,2025-03-04T23:00:00.000000+0000,2025-03-05T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,6,0.09207,4.349111,8.302122,8.302122,6,basket_tp_pips,21
GBPUSD,asia,2025-03-04T23:00:00.000000+0000,2025-03-05T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.227778,0.0975,0.0,3,basket_tp_pips,21
NZDUSD,asia,2025-03-04T23:00:00.000000+0000,2025-03-05T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.227778,0.3575,0.3575,3,basket_tp_pips,25
EURJPY,london,2025-03-05T03:00:00.000000+0000,2025-03-05T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.7375,0.5175,0.5175,3,basket_tp_pips,3
GBPJPY,london,2025-03-05T03:00:00.000000+0000,2025-03-05T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.7375,0.79875,0.79875,3,basket_tp_pips,3
GBPUSD,london,2025-03-05T03:00:00.000000+0000,2025-03-05T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,6,0.09207,5.345139,9.944186,9.274915,6,basket_tp_pips,225
NZDUSD,london,2025-03-05T03:00:00.000000+0000,2025-03-05T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.065278,0.82875,0.82875,3,basket_tp_pips,160
EURJPY,new_york,2025-03-05T13:00:00.000000+0000,2025-03-05T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.7375,0.0,0.0,3,basket_tp_pips,2
GBPJPY,new_york,2025-03-05T13:00:00.000000+0000,2025-03-05T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,5,0.067656,2.564757,0.585,0.585,5,basket_tp_pips,3
GBPUSD,new_york,2025-03-05T13:00:00.000000+0000,2025-03-05T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.065278,0.0,0.0,3,basket_tp_pips,4
NZDUSD,new_york,2025-03-05T13:00:00.000000+0000,2025-03-05T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.065278,0.0,0.0,3,basket_tp_pips,4
EURJPY,asia,2025-03-05T23:00:00.000000+0000,2025-03-06T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.85,0.45,0.45,3,basket_tp_pips,22
GBPJPY,asia,2025-03-05T23:00:00.000000+0000,2025-03-06T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.85,0.23625,0.23625,3,basket_tp_pips,5
GBPUSD,asia,2025-03-05T23:00:00.000000+0000,2025-03-06T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.227778,0.79625,0.195,3,basket_tp_pips,119
NZDUSD,asia,2025-03-05T23:00:00.000000+0000,2025-03-06T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.227778,0.3575,0.04875,3,basket_tp_pips,34
EURJPY,london,2025-03-06T03:00:00.000000+0000,2025-03-06T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,5,0.067656,2.564757,4.469054,4.469054,5,basket_tp_pips,46
GBPJPY,london,2025-03-06T03:00:00.000000+0000,2025-03-06T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.7375,0.0,0.0,3,basket_tp_pips,3
GBPUSD,london,2025-03-06T03:00:00.000000+0000,2025-03-06T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.065278,1.1375,1.08875,3,basket_tp_pips,102
NZDUSD,london,2025-03-06T03:00:00.000000+0000,2025-03-06T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.065278,0.8125,0.37375,3,basket_tp_pips,78
EURJPY,new_york,2025-03-06T13:00:00.000000+0000,2025-03-06T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.7375,0.0,0.0,3,basket_tp_pips,4
GBPJPY,new_york,2025-03-06T13:00:00.000000+0000,2025-03-06T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,1.585605,0.0,0.0,4,basket_tp_pips,5
GBPUSD,new_york,2025-03-06T13:00:00.000000+0000,2025-03-06T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.065278,0.0,0.0,3,basket_tp_pips,17
NZDUSD,new_york,2025-03-06T13:00:00.000000+0000,2025-03-06T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,5,0.060625,4.594621,0.50375,0.4225,5,basket_tp_pips,31
EURJPY,asia,2025-03-06T23:00:00.000000+0000,2025-03-07T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.85,0.12375,0.12375,3,basket_tp_pips,6
GBPJPY,asia,2025-03-06T23:00:00.000000+0000,2025-03-07T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,1.83873,1.40625,1.40625,4,basket_tp_pips,6
GBPUSD,asia,2025-03-06T23:00:00.000000+0000,2025-03-07T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.227778,0.4875,0.40625,3,basket_tp_pips,62
NZDUSD,asia,2025-03-06T23:00:00.000000+0000,2025-03-07T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.227778,0.13,0.04875,3,basket_tp_pips,91
EURJPY,london,2025-03-07T03:00:00.000000+0000,2025-03-07T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.7375,0.7425,0.7425,3,basket_tp_pips,6
GBPJPY,london,2025-03-07T03:00:00.000000+0000,2025-03-07T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.7375,0.6525,0.6525,3,basket_tp_pips,6
GBPUSD,london,2025-03-07T03:00:00.000000+0000,2025-03-07T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,8,0.160735,-37.408209,48.202583,48.202583,8,session_close,420
NZDUSD,london,2025-03-07T03:00:00.000000+0000,2025-03-07T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,2.290318,2.579687,2.140937,4,basket_tp_pips,237
EURJPY,new_york,2025-03-07T13:00:00.000000+0000,2025-03-07T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.7375,0.82125,0.82125,3,basket_tp_pips,7
GBPJPY,new_york,2025-03-07T13:00:00.000000+0000,2025-03-07T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,1.585605,1.750352,1.750352,4,basket_tp_pips,7
GBPUSD,new_york,2025-03-07T13:00:00.000000+0000,2025-03-07T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.065278,0.13,0.13,3,basket_tp_pips,9
NZDUSD,new_york,2025-03-07T13:00:00.000000+0000,2025-03-07T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,1.065278,0.0,0.0,3,basket_tp_pips,31
EURJPY,asia,2025-03-07T23:00:00.000000+0000,2025-03-08T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPJPY,asia,2025-03-07T23:00:00.000000+0000,2025-03-08T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPUSD,asia,2025-03-07T23:00:00.000000+0000,2025-03-08T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
NZDUSD,asia,2025-03-07T23:00:00.000000+0000,2025-03-08T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
EURJPY,london,2025-03-08T03:00:00.000000+0000,2025-03-08T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPJPY,london,2025-03-08T03:00:00.000000+0000,2025-03-08T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPUSD,london,2025-03-08T03:00:00.000000+0000,2025-03-08T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
NZDUSD,london,2025-03-08T03:00:00.000000+0000,2025-03-08T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
EURJPY,new_york,2025-03-08T13:00:00.000000+0000,2025-03-08T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPJPY,new_york,2025-03-08T13:00:00.000000+0000,2025-03-08T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPUSD,new_york,2025-03-08T13:00:00.000000+0000,2025-03-08T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
NZDUSD,new_york,2025-03-08T13:00:00.000000+0000,2025-03-08T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
EURJPY,asia,2025-03-08T23:00:00.000000+0000,2025-03-09T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPJPY,asia,2025-03-08T23:00:00.000000+0000,2025-03-09T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPUSD,asia,2025-03-08T23:00:00.000000+0000,2025-03-09T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
NZDUSD,asia,2025-03-08T23:00:00.000000+0000,2025-03-09T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
EURJPY,london,2025-03-09T03:00:00.000000+0000,2025-03-09T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPJPY,london,2025-03-09T03:00:00.000000+0000,2025-03-09T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPUSD,london,2025-03-09T03:00:00.000000+0000,2025-03-09T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
NZDUSD,london,2025-03-09T03:00:00.000000+0000,2025-03-09T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
EURJPY,new_york,2025-03-09T12:00:00.000000+0000,2025-03-09T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPJPY,new_york,2025-03-09T12:00:00.000000+0000,2025-03-09T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
GBPUSD,new_york,2025-03-09T12:00:00.000000+0000,2025-03-09T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
NZDUSD,new_york,2025-03-09T12:00:00.000000+0000,2025-03-09T21:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,0,0.0,0.0,0.0,0.0,0,no_bars,0
EURJPY,asia,2025-03-09T22:00:00.000000+0000,2025-03-10T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.85,0.0,0.0,3,basket_tp_pips,2
GBPJPY,asia,2025-03-09T22:00:00.000000+0000,2025-03-10T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,1.83873,0.0,0.0,4,basket_tp_pips,2
GBPUSD,asia,2025-03-09T22:00:00.000000+0000,2025-03-10T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,2.655943,4.147813,3.384063,4,basket_tp_pips,230
NZDUSD,asia,2025-03-09T22:00:00.000000+0000,2025-03-10T03:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,4,0.048125,2.655943,3.891875,3.128125,4,basket_tp_pips,295
EURJPY,london,2025-03-10T02:00:00.000000+0000,2025-03-10T10:00:00.000000+0000,classic_consolidation_dense,config_template_override,medium,10000.0,3,0.0325,0.7375,0.9225,0.84375,3,basket_tp_pips,25
