pair,session_name,session_start_utc,session_end_utc,policy_id,policy_source,risk_mode,account_equity,trade_count,gross_lots,realized_pnl,max_drawdown,max_adverse_excursion,max_open_legs,exit_reason,bars_processed,gated_by_event_risk,gated_by_entry_intent,derived_entry_direction
NZDUSD,new_york,2025-02-18T13:00:00.000000+0000,2025-02-18T21:00:00.000000+0000,session_optimizer_new_york_nzdusd_medium,live_policy,medium,10000.0,1,0.05,1.95,0.52,0.52,1,basket_tp_pips,4,false,false,
EURJPY,asia,2025-02-18T23:00:00.000000+0000,2025-02-19T03:00:00.000000+0000,both_sides_normal,live_policy,medium,10000.0,3,0.032,0.913091,0.1188,0.1188,3,basket_tp_pips,22,false,false,
GBPJPY,asia,2025-02-18T23:00:00.000000+0000,2025-02-19T03:00:00.000000+0000,session_optimizer_new_york_gbpjpy_medium,live_policy,medium,10000.0,0,0.0,0.0,0.0,0.0,0,event_risk_gated,0,true,false,
GBPUSD,asia,2025-02-18T23:00:00.000000+0000,2025-02-19T03:00:00.000000+0000,session_optimizer_new_york_gbpusd_medium,live_policy,medium,10000.0,0,0.0,0.0,0.0,0.0,0,event_risk_gated,0,true,false,
NZDUSD,asia,2025-02-18T23:00:00.000000+0000,2025-02-19T03:00:00.000000+0000,session_optimizer_new_york_nzdusd_medium,live_policy,medium,10000.0,1,0.05,1.95,2.535,2.535,1,basket_tp_pips,61,false,false,
EURJPY,london,2025-02-19T03:00:00.000000+0000,2025-02-19T10:00:00.000000+0000,both_sides_normal,live_policy,medium,10000.0,6,0.084416,4.287484,9.782035,9.328435,6,basket_tp_pips,323,false,false,
GBPJPY,london,2025-02-19T03:00:00.000000+0000,2025-02-19T10:00:00.000000+0000,session_optimizer_new_york_gbpjpy_medium,live_policy,medium,10000.0,3,0.1515,5.500352,2.1321,2.1321,3,basket_tp_pips,40,false,false,
GBPUSD,london,2025-02-19T03:00:00.000000+0000,2025-02-19T10:00:00.000000+0000,session_optimizer_new_york_gbpusd_medium,live_policy,medium,10000.0,3,0.1525,6.042622,1.5015,0.20475,3,basket_tp_pips,219,false,false,
NZDUSD,london,2025-02-19T03:00:00.000000+0000,2025-02-19T10:00:00.000000+0000,session_optimizer_new_york_nzdusd_medium,live_policy,medium,10000.0,1,0.05,1.95,0.26,0.26,1,basket_tp_pips,2,false,false,
EURJPY,new_york,2025-02-19T13:00:00.000000+0000,2025-02-19T21:00:00.000000+0000,both_sides_normal,live_policy,medium,10000.0,6,0.084416,-12.227155,23.587891,23.242291,6,daily_liquidation,471,false,false,
GBPJPY,new_york,2025-02-19T13:00:00.000000+0000,2025-02-19T21:00:00.000000+0000,session_optimizer_new_york_gbpjpy_medium,live_policy,medium,10000.0,3,0.1515,5.500352,1.15875,1.15875,3,basket_tp_pips,46,false,false,
GBPUSD,new_york,2025-02-19T13:00:00.000000+0000,2025-02-19T21:00:00.000000+0000,session_optimizer_new_york_gbpusd_medium,live_policy,medium,10000.0,3,0.1525,6.042622,8.3265,5.52825,3,basket_tp_pips,172,false,false,
