pair,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,entered_managed_close_sessions,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
EURJPY,90,53,-3.163295000000002,-0.03514772222222225,0.814909,37.475384,2.6444444444444444,0,6,0,0.5888888888888889
GBPJPY,90,47,136.653941,1.5183771222222222,3.673751,94.5162,2.066666666666667,0,14,0,0.5222222222222223
GBPUSD,90,38,-56.715830999999994,-0.6301758999999999,0.0,131.334073,2.411111111111111,0,8,0,0.4222222222222222
NZDUSD,90,62,134.574597,1.4952733,1.95,41.156723,1.0333333333333334,0,0,0,0.6888888888888889
