policy_id,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,entered_managed_close_sessions,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
both_sides_normal,31,21,45.593053,1.4707436451612903,1.116316,53.230995,3.5483870967741935,0,2,0,0.6774193548387096
session_optimizer_new_york_gbpjpy_medium,31,19,34.178308,1.102526064516129,0.931636,8.586376,3.4838709677419355,0,4,0,0.6129032258064516
session_optimizer_new_york_gbpusd_medium,31,20,24.443312,0.7884939354838709,0.675841,15.804841,2.838709677419355,0,2,0,0.6451612903225806
session_optimizer_new_york_nzdusd_medium,31,22,14.814354,0.47788238709677416,0.39,15.687308,1.7741935483870968,0,0,0,0.7096774193548387
