pair,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,entered_managed_close_sessions,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
EURJPY,31,0,0.0,0.0,0.0,0.0,1.3548387096774193,0,2,0,0.0
GBPJPY,31,17,93.25985399999999,3.008382387096774,8.260803,39.1194,1.8387096774193548,0,4,0,0.5483870967741935
GBPUSD,31,13,-37.33108400000001,-1.2042285161290327,0.0,61.152,2.0,0,2,0,0.41935483870967744
NZDUSD,31,22,82.44925,2.659653225806452,3.9,62.3337,0.967741935483871,0,0,0,0.7096774193548387
