pair,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,entered_managed_close_sessions,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
GBPJPY,1206,570,-6414.102790999999,-5.318493193200663,0.0,100.80594,2.158374792703151,0,176,0,0.472636815920398
GBPUSD,1206,481,1230.273704,1.0201274494195687,0.0,143.421044,2.156716417910448,0,2,0,0.3988391376451078
NZDUSD,1206,516,609.6419699999998,0.5055074378109451,0.0,104.577324,2.1666666666666665,0,14,0,0.42786069651741293
