policy_id,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,entered_managed_close_sessions,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
session_optimizer_new_york_gbpjpy_medium,1206,633,-4021.0341540000004,-3.3341908407960203,5.303571,78.00903,2.298507462686567,0,176,0,0.5248756218905473
