pair,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,entered_managed_close_sessions,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
EURJPY,90,48,40.530181999999996,0.45033535555555554,1.056,15.649227,2.4444444444444446,0,6,0,0.5333333333333333
GBPJPY,90,47,35.641495,0.3960166111111111,1.056,15.454524,1.9222222222222223,0,14,0,0.5222222222222223
GBPUSD,90,29,11.807691,0.13119656666666668,0.0,19.336717,2.111111111111111,0,8,0,0.32222222222222224
NZDUSD,90,29,32.32141,0.3591267777777778,0.0,7.436858,2.011111111111111,0,0,0,0.32222222222222224
