policy_id,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,entered_managed_close_sessions,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
session_optimizer_asia_nzdusd_medium,31,20,299.771367,9.670044096774193,9.36,148.711974,1.5806451612903225,1,0,0,0.6451612903225806
