pair,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,entered_managed_close_sessions,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
EURJPY,31,20,39.951252000000004,1.2887500645161292,1.237091,34.81056,2.5483870967741935,0,2,0,0.6451612903225806
GBPJPY,31,18,16.624754999999997,0.5362824193548386,1.10418,27.0176,2.5483870967741935,0,4,0,0.5806451612903226
GBPUSD,31,19,-2.601017999999997,-0.08390380645161281,1.618024,40.708225,2.4193548387096775,0,2,0,0.6129032258064516
NZDUSD,31,23,31.375734,1.0121204516129032,0.78,20.434034,1.2580645161290323,0,0,0,0.7419354838709677
