pair,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,entered_managed_close_sessions,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
NZDUSD,365,222,2119.562597,5.807020813698631,9.36,161.200568,1.915068493150685,21,0,0,0.6082191780821918
