pair,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,entered_managed_close_sessions,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
GBPJPY,1206,570,-6414.102790999999,-5.318493193200663,0.0,100.80594,2.158374792703151,0,176,0,0.472636815920398
