policy_id,sessions,winning_sessions,total_pnl,avg_pnl,median_pnl,worst_drawdown,avg_trade_count,entered_managed_close_sessions,event_risk_gated_sessions,entry_intent_gated_sessions,win_rate
session_optimizer_asia_eurjpy_medium,31,20,32.844086000000004,1.0594866451612905,1.29095,22.291645,3.4516129032258065,0,0,0,0.6451612903225806
session_optimizer_asia_gbpjpy_medium,31,18,28.309154,0.9131985161290322,1.29095,20.889983,3.6451612903225805,0,1,0,0.5806451612903226
session_optimizer_asia_gbpusd_medium,31,19,21.343932000000002,0.6885139354838711,1.894354,33.72967,3.161290322580645,0,1,0,0.6129032258064516
session_optimizer_asia_nzdusd_medium,31,21,7.307969999999997,0.2357409677419354,1.17,28.850441,1.0,0,0,0,0.6774193548387096
